,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,vintage
65,US,"This small-production wine has an oaky, earthy complexity from the aroma through the finish. It is full bodied, ripe and rich, leading with toasted oak and a flinty quality. The fruit flavors are muted at first but develop nicely with each sip.",The Narrows Vineyard,91,82.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Goldeneye 2013 The Narrows Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye,2013
66,US,"Damp earth, forest floor and huckleberry pie combine for a complex take on the variety, building texture and body on the palate as it goes. Relatively full bodied, it comes off as lighter and smoother than perhaps it is, revealing denser, more structured heft on the finish.",Barrel 16 Estate Grown,91,75.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,J Vineyards & Winery 2013 Barrel 16 Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,J Vineyards & Winery,2013
67,US,"This is a restrained and structured wine, light in tart cranberry, rhubarb and an overwhelming attraction of baked plum. Lush and plush on the palate without ever pushing too far, it lingers in cardamom.",Estate Grown,91,50.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,J Vineyards & Winery 2013 Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,J Vineyards & Winery,2013
68,US,"Vibrant acidity envelops lively yet dark, brooding baked plum and cherry notes in this smoothly made, velvety-textured wine from estate vineyards. It excites as much on the palate as on the nose, transitioning smoothly into the medium-length finish.",Estate,91,95.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Ernest & Julio Gallo 2013 Estate Pinot Noir (Russian River Valley),Pinot Noir,Ernest & Julio Gallo,2013
69,US,"Concentrated pomegranate, squeezed cranberry and fresh hibiscus juice pop on the nose of this elegantly restrained bottling that also has lots of wet cement and stony character. Once sipped, the body and texture are both quite delicate, but the flavors are strong: straweberry, cranberry, wet slate, sour plum, bay leaf, eucalyptus and sour juniper.",Brosseau Vineyard,91,38.0,California,Chalone,Central Coast,Matt Kettmann,@mattkettmann,Flywheel 2013 Brosseau Vineyard Pinot Noir (Chalone),Pinot Noir,Flywheel,2013
70,US,"From an 850-foot-elevation site four miles from the ocean, this offers a depth of dark cherry and Asian spice, lightly bodied and textured. It delivers a hit of bittersweet chocolate on the tangy finish, with an intriguing streak of charcuterie that's hard to shake.",Corvus Whistler Vineyard,91,56.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Whistler 2013 Corvus Whistler Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Whistler,2013
71,US,"Sauvage aromas of forest dominate on the nose of this well-made wine, showing off intriguing notes of clove, black tea and sarsaparilla before unleashing a velvet carpet's worth of cherry and cranberry. Spicy and savory are the coins of the realm here, with bright acidity underlying it all.",Strata,91,50.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,J Vineyards & Winery 2013 Strata Pinot Noir (Russian River Valley),Pinot Noir,J Vineyards & Winery,2013
72,US,"Tight cranberry and sour-cherry aromas meet with turned earth, iron and woody herbs like dried sticks of sage on the nose of this wine. The palate shows iron, sagebrush-laced cranberry juice and pomegranate fruit, proving lively and energetic on the tangy palate.",Bien Nacido Vineyard Homage Collection,90,48.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Zaca Mesa 2013 Bien Nacido Vineyard Homage Collection Pinot Noir (Santa Ynez Valley),Pinot Noir,Zaca Mesa,2013
73,US,"This is another impressive effort by the producer with this variety, sourced from consistently good farmers. It opens in minty sandalwood and a celebration of dried herb and forest. Fully formed without being full bodied or overly ripe, it's instead fresh in orange and pomegranate with a lightness of texture and body.",Dutton Ranch,90,45.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lost Canyon 2013 Dutton Ranch Pinot Noir (Russian River Valley),Pinot Noir,Lost Canyon,2013
74,US,"Hearty cranberry and chaparral herbs mesh with iron and sweet rose florals on the slightly rustic nose of this bottling from a historic vineyard. It's light in body, with decent acidity and bounce to the sip, showing hibiscus and pomegranate juice as well as floral lavender touches on the palate.",Sierra Madre Vineyard,90,45.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Byron 2013 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Byron,2013
75,US,"This is a big, bold wine, full bodied with leathery tannin heat and a generous expression of blackberry and black-cherry cola. A touch of vanilla adds to the plushness and approachability.",Bow Tie Vineyard Estate Grown,90,65.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,J Vineyards & Winery 2013 Bow Tie Vineyard Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,J Vineyards & Winery,2013
76,US,"While full bodied and plush, this vineyard-designate, named for original owner Judy Jordan's daughter, brightens the palate with cranberry and rhubarb. It shows high acidity and a leanness of texture that makes the wine seem lighter than it is, a nice mix of power and grace with a lingering hit of spice on the finish.",Nicole's Vineyard Estate Grown,90,65.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,J Vineyards & Winery 2013 Nicole's Vineyard Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,J Vineyards & Winery,2013
77,US,"Smoky, slightly peppery aromas and good solid cherry flavors help make this medium-bodied wine concentrated and delicious. Plum and baked-cherry notes blend with the spices for a complex taste experience.",Hawkster,89,66.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Maggy Hawk 2013 Hawkster Pinot Noir (Anderson Valley),Pinot Noir,Maggy Hawk,2013
78,US,"Fairly light in the glass, this bottling shows sharp pomegranate aromas with a gunmetal edge and a touch of cracked-pepper spice. Pomegranate also arises on the palate as does orange rind, tart cherry and an intriguing potpourri and lavender element, altogether light and easy to drink.",Riverbed,89,32.0,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,Mercy 2013 Riverbed Pinot Noir (Arroyo Seco),Pinot Noir,Mercy,2013
79,South Africa,"Winemaker: Jan Coetzee. A prominent sanguine character rides atop the fruity scents of tart cherry, rhubarb and small white strawberry on the nose of this wine. A touch sharp and acidic on the palate, it offers soft tannins and tart cherry and currant flavors that are partnered with touches of bramble and game. Drink now–2020.",Cape Winemakers Guild,89,,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Vriesenhof 2013 Cape Winemakers Guild Pinot Noir (Stellenbosch),Pinot Noir,Vriesenhof,2013
80,France,"Ripe, soft red cherry fruits are linked to a light texture and soft tannins in this ready-to-drink wine. The final acidity brings out the attractive fruitiness of this fresh wine. Drink now.",Les Villots,87,24.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Jean Reverdy et Fils 2013 Les Villots  (Sancerre),Pinot Noir,Jean Reverdy et Fils,2013
81,US,"Pinot Noir is relatively rare in the state. This one offers aromas of strawberry, cherry and peppermint candy that are followed by broad fruit flavors that show the warmth of the region. The tannins provide a touch of astringency.",,87,12.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Castle Rock 2013 Pinot Noir (Columbia Valley (WA)),Pinot Noir,Castle Rock,2013
82,US,"Varietally designated Pinot Noirs are an extreme rarity from this warm region. This one brings notes of cranberry, copper penny and herb, although the aromas not in sync. The flavors are plump and sweet, showing a sense of elegance.",,84,35.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Almquist 2013 Pinot Noir (Horse Heaven Hills),Pinot Noir,Almquist,2013
83,US,"Baked cinnamon and cherry tart form a promising beginning into this wine, but an intrusive addition of root beer pushes it over the edge in terms of cloying flavor. The wine then becomes somewhat flimsy on the palate.",Riviera,84,22.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Pali 2013 Riviera Pinot Noir (Sonoma Coast),Pinot Noir,Pali,2013
84,France,Black fruits dominate this dense wine with a rich texture and a structure packed with ripe tannins. It is an impressive bottling from this single-owner Grand Cru. Dark and firm it will need aging. Drink from 2022.,,95,,Burgundy,Clos de Lambrays,,Roger Voss,@vossroger,Domaine des Lambrays 2013  Clos de Lambrays,Pinot Noir,Domaine des Lambrays,2013
85,France,"Powerful and structured, this wine is dark with black fruits. The rich fruit and acidity are surrounded by firm tannins provide a solid scaffolding. With acidity and tannins at the end, this complex wine will age slowly, so don't drink before 2022.",,95,330.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Chanson Père et Fils 2013  Charmes-Chambertin,Pinot Noir,Chanson Père et Fils,2013
86,France,"This wine is dense and severely tannic. It has dense ripe-fruit flavors as well, although they are buried under the power of the structure. For a wine of such impressive character that is not a bad thing, it just indicates that it needs time to mature and will age well. Drink from 2023.",,95,455.0,Burgundy,Chambertin Clos de Bèze,,Roger Voss,@vossroger,Chanson Père et Fils 2013  Chambertin Clos de Bèze,Pinot Noir,Chanson Père et Fils,2013
87,US,"From the vineyard around viticulturist Anne Moller-Racke's home planted to the Donum clone, this is a stunner from start to finish, an elegantly tousled expression of mint and bay leaf that's big-boned at first, yet completely lively and fresh on the palate, settling into a place of grace, bursting in brooding dark berry, cherry, cinnamon and clove all wrapped up in a sultry texture.",Anne Katherina Vineyard Farmhouse Estate Farmed,95,90.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Blue Farm 2013 Anne Katherina Vineyard Farmhouse Estate Farmed Pinot Noir (Carneros),Pinot Noir,Blue Farm,2013
88,US,"Fruit, wonderful fruit flavors drive this rich and ripe wine from the first whiff to the lingering finish. Very little obvious oak intrudes on the vivid strawberry, cherry and black currant notes that are backed by a firm but velvety texture of fine-grained tannins and good acidity. Save this wine until at least 2018 if you can, to allow more bottle bouquet to develop.",Angel Camp,95,90.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Donum 2013 Angel Camp Pinot Noir (Anderson Valley),Pinot Noir,Donum,2013
89,Germany,"Violet and raspberry perfume persist in this pristinely fruity yet deeply complex wine. Morello cherries and cranberries pulsate deeply in the core, but the periphery is shaded by savory tones of underbrush and black-tea leaves. While voluptuous in body, it's crisp and structured by soft tannins that linger dramatically on the finish.",Klingenberger,95,80.0,Franken,,,Anna Lee C. Iijima,,Rudolf Fürst 2013 Klingenberger Spätburgunder (Franken),Spätburgunder,Rudolf Fürst,2013
90,US,"From the family's Roberts Road Vineyard below Gap's Crown, this earthy, foresty, plummy and gamy wine offers a luscious mouthfeel and silky tannins. Structured, it's built for pairing. A tangy red cherry and citrus twist on the palate provides a refreshing sensibility, before ending bright and light.",Sangiacomo Vineyard,91,54.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Sojourn 2013 Sangiacomo Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Sojourn,2013
91,US,"A seamless commingling of cardamom and allspice around bursts of black cherry, this is a soft, dark and brooding wine, with an earthy soul and a spicy finish. Still young, it should take on further nuance over time, but is good to go right now.",Jon Boat,91,50.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Whetstone 2013 Jon Boat Pinot Noir (Sonoma Coast),Pinot Noir,Whetstone,2013
92,US,"This is a vibrantly energetic wine, explosive in raspberry and cherry, with a weedy, herbal undertone that gives it intrigue. Concentrated on the midpalate, with well-ingrained tannins, it finishes in a highlight of toasted oak.",,90,32.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Les Voleurs 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Les Voleurs,2013
93,US,"Sourced from two high-profile vineyards, Silver Eagle and Lancel Creek, both farmed by Ulises Valdez, this wine offers an intensity of earthiness on the nose. It otherwise is softly layered in waves of forest floor and dark cherry, with even darker undertones of blackberry and chocolate that rise on the finish.",Conoscenti,90,65.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Galatea Effect 2013 Conoscenti Pinot Noir (Sonoma Coast),Pinot Noir,Galatea Effect,2013
94,US,"This wine holds an allowable amount of Anderson Valley fruit, in addition to grapes from Sonoma Coast, including many of the winery's vineyard designates. Rose petals and a helping of clove mark the entry, followed by savory elements of black tea, tart cherry, blueberry and black pepper on the palate. These continue with subtle force through the finish.",,90,46.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Saintsbury 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Saintsbury,2013
